age,income_level,commute_distance_km,access_to_public_transport,environmental_concern,nudge_type,mode_before,habit_strength,risk_aversion_score,social_conformity_level,tech_comfort,switched_to_public_transport
33,low,32.1,yes,medium,social_norm,car,low,3,high,yes,1
30,medium,9.1,yes,high,none,car,low,4,medium,yes,1
59,medium,44.2,no,low,loss_framing,car,medium,1,medium,yes,0
47,low,21.9,no,low,default,car,high,1,high,yes,0
36,medium,8.9,no,low,social_norm,car,low,2,low,yes,1
34,medium,1.6,no,low,social_norm,public_transport,medium,2,medium,yes,0
36,low,28.4,no,medium,none,car,medium,2,high,yes,0
45,low,26.8,yes,medium,none,car,low,3,medium,no,0
43,medium,36.2,yes,medium,default,car,medium,4,low,yes,1
54,low,44.6,yes,low,loss_framing,car,high,1,medium,yes,0
43,high,4.9,yes,high,social_norm,car,high,5,high,no,1
40,medium,36.8,yes,medium,none,public_transport,medium,3,low,no,0
26,medium,10.2,yes,medium,social_norm,car,medium,1,low,no,0
29,medium,43.1,yes,medium,default,public_transport,low,4,low,yes,0
18,high,41.1,yes,medium,social_norm,car,high,3,high,no,1
18,medium,27.5,no,low,none,car,low,1,low,yes,1
64,medium,35.8,yes,low,social_norm,car,high,3,medium,yes,0
51,medium,16.4,yes,high,default,public_transport,low,1,medium,no,0
49,low,24.1,yes,high,loss_framing,public_transport,high,1,high,yes,0
65,high,41.3,yes,medium,default,car,high,4,high,yes,1
42,medium,23.5,no,low,social_norm,car,high,5,low,yes,0
57,medium,18.5,yes,medium,default,car,low,4,medium,no,1
62,high,25.2,yes,high,social_norm,car,medium,1,high,yes,1
18,high,41.6,yes,high,none,public_transport,medium,3,low,yes,0
33,medium,17.4,yes,low,loss_framing,car,high,4,low,yes,1
56,high,9.5,yes,low,none,car,low,5,high,yes,1
22,medium,35.9,yes,high,default,car,high,1,high,no,1
39,medium,41.5,yes,medium,default,car,high,4,medium,yes,1
46,medium,5.9,yes,low,social_norm,car,low,4,low,yes,1
20,medium,12.8,yes,low,loss_framing,car,high,4,medium,no,1
29,low,8.0,no,medium,none,public_transport,medium,4,low,yes,0
43,high,18.0,yes,high,default,public_transport,medium,3,high,yes,0
33,high,23.1,no,high,loss_framing,car,medium,5,high,no,0
54,low,37.7,yes,medium,none,public_transport,medium,5,high,yes,0
39,high,32.9,yes,medium,social_norm,car,high,1,low,yes,0
46,low,31.4,yes,low,none,car,medium,2,medium,no,1
31,medium,18.3,yes,medium,loss_framing,car,medium,3,low,no,0
45,medium,42.2,yes,medium,loss_framing,car,medium,1,medium,no,0
22,low,24.1,yes,medium,none,car,high,1,high,no,0
64,high,49.0,yes,medium,default,car,low,4,low,no,1
47,high,32.1,no,low,none,car,high,2,medium,no,1
63,medium,7.2,yes,low,none,public_transport,medium,2,medium,no,0
22,low,34.1,yes,medium,none,car,low,3,high,yes,1
29,low,16.9,yes,low,default,car,low,2,high,yes,1
33,medium,34.6,yes,low,loss_framing,car,medium,1,high,no,0
43,high,4.4,yes,high,social_norm,car,high,2,medium,yes,0
43,medium,9.6,yes,medium,none,car,medium,2,low,yes,0
65,low,42.9,yes,medium,none,public_transport,high,5,medium,yes,0
38,medium,12.1,yes,high,loss_framing,car,low,1,medium,yes,1
56,medium,42.0,yes,high,default,car,medium,2,medium,yes,1
53,medium,14.7,yes,medium,default,car,high,2,medium,no,1
50,low,32.5,no,high,none,car,high,4,medium,no,0
47,medium,35.0,no,medium,social_norm,car,low,2,low,no,0
54,medium,26.1,yes,medium,default,car,medium,2,low,no,1
40,high,16.0,yes,medium,loss_framing,car,low,5,medium,yes,1
27,medium,11.4,yes,medium,default,car,medium,1,medium,yes,1
22,medium,2.6,yes,medium,none,car,high,3,medium,yes,0
53,high,15.9,yes,medium,default,public_transport,high,1,medium,yes,0
51,low,33.0,yes,low,default,car,low,4,low,yes,1
48,high,47.0,yes,medium,default,public_transport,high,1,high,yes,0
27,medium,43.7,yes,low,social_norm,public_transport,medium,2,high,yes,0
36,low,38.5,yes,medium,loss_framing,car,medium,4,medium,yes,1
49,medium,39.6,no,medium,default,car,medium,1,medium,no,0
18,medium,33.6,yes,high,loss_framing,car,medium,4,medium,yes,1
22,low,13.8,yes,high,loss_framing,car,medium,3,high,yes,0
62,medium,45.5,no,high,social_norm,car,medium,1,high,yes,1
21,medium,33.9,no,medium,default,public_transport,medium,2,medium,yes,0
33,medium,28.5,yes,high,default,public_transport,low,4,medium,yes,0
41,low,6.4,yes,medium,none,car,high,5,medium,yes,0
33,high,22.9,yes,low,default,car,medium,4,medium,yes,1
19,high,23.6,no,low,social_norm,car,low,5,medium,no,0
45,high,43.4,no,low,none,public_transport,high,2,medium,yes,0
49,medium,27.8,yes,medium,loss_framing,car,high,3,medium,no,0
44,low,19.6,yes,medium,loss_framing,car,high,5,low,no,1
37,medium,48.9,yes,high,loss_framing,public_transport,medium,3,high,yes,0
41,low,6.4,yes,low,default,car,low,4,high,no,1
29,low,21.7,yes,low,social_norm,public_transport,medium,2,medium,yes,0
52,medium,3.1,no,high,social_norm,car,low,5,medium,yes,1
50,medium,37.3,yes,low,default,car,high,4,low,yes,1
50,medium,46.0,no,medium,loss_framing,public_transport,low,1,low,no,0
60,medium,14.7,no,medium,default,car,low,4,low,yes,1
54,medium,43.1,yes,medium,loss_framing,car,medium,3,medium,no,0
29,low,15.3,yes,low,default,car,medium,2,high,no,1
20,high,45.6,yes,low,none,car,high,2,medium,no,0
18,medium,37.9,yes,low,default,car,medium,4,medium,yes,1
50,medium,40.4,yes,medium,none,car,low,1,medium,no,0
57,low,1.9,yes,medium,loss_framing,car,low,3,low,yes,1
27,medium,48.2,yes,low,default,car,medium,4,low,yes,1
60,medium,36.6,yes,medium,loss_framing,public_transport,low,4,high,no,0
61,low,15.9,yes,high,social_norm,public_transport,medium,2,high,no,0
46,low,41.6,yes,low,loss_framing,car,medium,3,medium,yes,0
30,medium,14.8,yes,medium,social_norm,car,high,1,medium,yes,0
29,medium,43.8,yes,medium,none,car,high,2,high,yes,0
48,low,6.5,yes,low,none,car,high,4,low,yes,0
63,high,35.5,yes,medium,loss_framing,public_transport,high,2,high,yes,0
19,low,27.5,yes,medium,loss_framing,public_transport,low,2,medium,yes,0
52,medium,5.7,yes,high,none,car,low,5,medium,yes,1
40,high,12.9,yes,high,loss_framing,car,medium,2,low,no,0
34,medium,1.6,yes,medium,loss_framing,car,high,2,medium,yes,0
43,medium,24.0,no,high,none,car,high,3,high,no,0
25,medium,15.8,yes,medium,social_norm,car,high,2,low,no,0
46,low,30.3,yes,medium,default,public_transport,low,1,medium,yes,0
43,high,15.6,yes,medium,none,public_transport,high,4,low,yes,0
27,medium,15.7,yes,low,social_norm,car,medium,3,high,yes,1
43,high,37.4,yes,high,social_norm,car,low,2,medium,no,0
51,low,3.4,yes,medium,loss_framing,public_transport,medium,1,high,yes,0
58,low,45.2,yes,medium,social_norm,car,low,4,medium,yes,1
24,low,42.8,yes,high,loss_framing,car,medium,3,low,yes,0
21,medium,33.7,yes,low,social_norm,car,medium,1,low,yes,0
62,medium,30.1,yes,medium,none,public_transport,medium,2,low,yes,0
28,high,44.7,yes,low,social_norm,car,medium,5,low,no,1
46,medium,10.1,no,high,social_norm,car,high,5,medium,yes,0
53,high,4.9,yes,high,none,public_transport,medium,3,low,no,0
42,low,12.7,yes,medium,loss_framing,public_transport,medium,1,medium,no,0
38,high,39.9,yes,medium,default,public_transport,high,4,medium,yes,0
53,medium,2.7,yes,medium,loss_framing,car,high,1,medium,yes,0
27,medium,29.6,yes,high,social_norm,car,low,5,high,no,1
54,high,49.8,yes,medium,default,public_transport,medium,3,medium,no,0
26,medium,42.9,yes,medium,social_norm,public_transport,low,2,high,yes,0
41,medium,26.6,yes,high,social_norm,car,low,1,low,no,0
52,low,4.1,yes,low,default,car,medium,5,medium,yes,1
52,low,41.7,yes,low,default,public_transport,high,4,medium,yes,0
65,high,30.3,no,medium,loss_framing,public_transport,low,3,medium,yes,0
53,medium,6.6,yes,high,loss_framing,car,high,2,medium,yes,0
35,medium,5.6,yes,medium,loss_framing,car,high,1,medium,yes,1
56,medium,45.6,yes,low,default,car,high,4,medium,yes,1
49,low,33.8,yes,medium,social_norm,car,low,2,medium,yes,1
41,low,41.6,yes,medium,none,car,high,5,high,yes,0
40,medium,44.1,yes,low,default,car,medium,5,high,no,1
49,medium,29.0,yes,medium,loss_framing,car,medium,4,medium,no,1
54,low,26.4,yes,high,none,car,low,5,low,yes,1
29,medium,22.1,yes,medium,social_norm,car,low,3,high,yes,1
30,low,16.5,yes,medium,loss_framing,public_transport,high,4,high,yes,0
40,medium,22.3,no,medium,default,car,medium,5,low,yes,0
42,low,38.9,yes,low,none,car,low,1,medium,yes,1
52,medium,30.5,yes,high,default,public_transport,low,5,high,yes,0
58,medium,44.7,yes,medium,social_norm,car,medium,3,high,no,1
47,medium,22.7,yes,medium,none,public_transport,low,2,low,no,0
34,low,30.7,yes,medium,default,public_transport,high,2,medium,yes,0
37,low,31.9,yes,medium,social_norm,car,low,5,high,no,1
65,medium,30.0,yes,medium,loss_framing,public_transport,low,2,high,yes,0
42,medium,35.4,yes,low,loss_framing,car,medium,5,high,yes,1
39,medium,12.6,yes,high,default,car,medium,3,high,no,1
30,low,26.1,yes,high,loss_framing,car,medium,2,low,yes,0
36,medium,6.1,yes,medium,none,car,medium,1,high,yes,0
53,high,19.8,yes,high,none,public_transport,high,5,low,no,0
29,medium,24.9,yes,low,loss_framing,car,medium,2,high,no,0
58,low,33.0,yes,medium,default,car,low,3,medium,no,1
36,medium,47.6,no,medium,loss_framing,car,medium,3,high,no,1
29,low,30.4,no,medium,none,car,high,1,low,no,0
26,low,37.4,no,medium,none,car,medium,3,medium,yes,0
24,high,25.8,yes,medium,loss_framing,car,low,3,low,yes,1
45,low,32.1,yes,low,default,public_transport,high,2,medium,yes,0
31,medium,4.5,yes,medium,loss_framing,car,medium,5,high,yes,1
48,medium,13.5,yes,low,default,public_transport,medium,4,high,yes,0
36,medium,18.7,yes,high,loss_framing,car,low,3,medium,yes,1
64,medium,24.2,no,low,none,public_transport,low,3,low,yes,0
33,low,3.2,no,low,default,public_transport,medium,4,high,yes,0
22,medium,7.9,yes,medium,loss_framing,car,low,3,high,no,0
52,medium,14.6,yes,medium,social_norm,car,medium,2,high,yes,1
29,low,48.6,yes,high,default,public_transport,medium,2,high,yes,0
42,medium,17.2,no,medium,none,car,low,4,high,no,0
38,low,24.6,no,medium,none,public_transport,high,3,medium,no,0
53,low,10.6,yes,high,social_norm,car,high,3,high,yes,1
40,medium,30.9,yes,medium,loss_framing,car,high,5,medium,yes,1
33,low,14.8,no,low,none,car,low,3,high,yes,1
56,medium,11.1,yes,medium,none,public_transport,low,2,high,yes,0
62,medium,26.3,yes,high,none,car,medium,1,low,yes,1
59,high,1.3,no,medium,default,public_transport,low,1,medium,yes,0
56,low,1.4,yes,low,none,public_transport,high,1,low,yes,0
31,low,11.7,yes,low,loss_framing,car,low,1,low,yes,1
48,low,2.8,yes,low,social_norm,car,medium,3,medium,yes,0
22,medium,6.3,yes,medium,loss_framing,public_transport,medium,3,high,no,0
52,medium,17.6,no,medium,none,car,medium,5,low,no,0
40,low,40.3,yes,low,default,public_transport,low,3,medium,yes,0
46,high,29.0,no,high,none,car,medium,1,high,yes,0
60,low,26.1,yes,high,default,car,low,4,high,yes,1
28,medium,15.4,yes,medium,default,public_transport,high,4,medium,yes,0
35,medium,46.7,yes,high,loss_framing,car,low,2,high,yes,1
64,high,20.5,yes,low,social_norm,car,high,2,medium,yes,0
29,medium,5.3,yes,medium,loss_framing,car,high,3,low,yes,0
26,high,31.2,yes,medium,loss_framing,car,low,4,low,yes,1
27,medium,6.6,yes,high,default,car,high,1,low,yes,1
61,high,17.9,yes,high,default,public_transport,low,1,medium,yes,0
34,low,25.9,yes,low,loss_framing,car,high,1,high,yes,0
55,high,43.8,yes,high,social_norm,car,medium,3,high,yes,1
24,medium,25.2,yes,low,default,car,medium,3,medium,yes,1
63,high,35.4,yes,high,default,car,medium,5,medium,yes,1
30,medium,49.6,yes,high,social_norm,car,low,1,low,yes,1
57,medium,7.4,yes,low,loss_framing,public_transport,high,1,high,yes,0
59,medium,14.5,yes,high,loss_framing,public_transport,low,3,high,yes,0
26,medium,20.3,yes,low,default,car,medium,3,low,yes,1
44,low,21.7,no,medium,none,car,medium,5,low,yes,0
19,low,21.1,yes,medium,social_norm,car,high,5,medium,yes,0
22,low,45.5,yes,medium,loss_framing,car,low,2,medium,yes,1
46,low,36.0,yes,high,loss_framing,car,medium,4,medium,no,1
54,high,30.8,yes,medium,loss_framing,car,medium,1,medium,no,0
55,low,16.2,yes,medium,default,car,high,1,medium,no,1
36,high,41.4,yes,high,none,car,low,5,low,yes,1
25,medium,47.8,yes,high,social_norm,car,low,5,medium,no,0
65,low,41.2,no,low,none,public_transport,low,2,medium,yes,0
62,medium,1.1,yes,high,none,car,high,4,high,yes,0
18,medium,32.2,yes,low,loss_framing,car,low,2,high,yes,1
39,medium,3.5,yes,high,social_norm,car,medium,4,high,no,1
34,medium,13.6,yes,low,loss_framing,car,low,1,high,yes,1
24,medium,3.9,yes,low,loss_framing,public_transport,high,2,medium,no,0
42,low,30.6,yes,medium,none,car,high,5,medium,yes,0
62,high,34.6,yes,medium,loss_framing,car,medium,2,high,yes,0
21,high,6.6,no,medium,default,car,medium,2,low,yes,0
53,medium,19.8,yes,low,default,public_transport,low,1,medium,yes,0
23,low,23.4,no,medium,loss_framing,car,low,5,medium,yes,1
48,medium,19.1,yes,high,social_norm,car,low,5,medium,yes,1
36,low,6.9,yes,medium,default,car,medium,3,low,yes,1
61,low,21.5,yes,low,none,car,medium,3,medium,yes,0
56,low,37.8,no,medium,default,car,high,3,high,yes,0
44,medium,4.5,yes,low,default,car,medium,1,medium,no,1
27,high,4.9,yes,high,none,car,medium,2,high,yes,0
43,medium,18.4,yes,high,none,public_transport,medium,5,medium,yes,0
36,medium,47.1,yes,medium,default,car,medium,5,high,yes,1
56,medium,33.8,yes,medium,social_norm,car,low,2,medium,yes,1
20,medium,34.3,yes,high,none,car,medium,5,medium,no,0
62,medium,18.7,yes,medium,loss_framing,public_transport,medium,2,low,no,0
30,high,30.1,yes,high,loss_framing,car,high,1,low,yes,1
45,low,1.5,yes,medium,social_norm,public_transport,high,1,medium,yes,0
37,high,32.2,yes,high,social_norm,car,medium,1,medium,no,0
45,medium,45.8,yes,medium,default,car,low,2,medium,no,1
25,medium,31.0,no,medium,loss_framing,car,medium,2,low,no,0
58,medium,43.8,yes,high,social_norm,car,medium,4,high,no,1
56,medium,36.5,yes,medium,social_norm,public_transport,low,5,high,yes,0
18,high,6.9,yes,medium,loss_framing,public_transport,high,5,low,yes,0
20,high,45.2,yes,low,none,car,high,4,medium,yes,1
30,medium,4.3,yes,medium,default,car,high,4,high,yes,1
45,low,27.2,no,medium,default,public_transport,low,1,medium,yes,0
42,medium,8.0,yes,low,loss_framing,car,high,4,medium,yes,1
50,high,1.6,yes,low,social_norm,car,high,2,medium,yes,0
55,low,21.7,yes,medium,none,car,medium,3,low,yes,0
23,medium,15.5,yes,high,social_norm,car,medium,2,medium,yes,1
61,medium,24.8,yes,medium,social_norm,car,high,4,low,yes,0
62,medium,29.3,no,low,social_norm,car,medium,5,medium,yes,0
49,low,3.1,yes,medium,default,car,medium,2,low,no,1
62,medium,7.0,yes,low,social_norm,car,medium,5,high,no,1
64,high,28.4,yes,medium,loss_framing,car,medium,2,medium,yes,1
38,low,17.8,yes,low,default,car,low,5,low,yes,1
33,low,36.7,yes,low,none,public_transport,high,2,medium,yes,0
38,high,33.0,yes,low,loss_framing,car,medium,5,low,yes,0
28,low,42.4,yes,medium,loss_framing,car,medium,3,medium,yes,1
54,high,34.9,yes,low,loss_framing,public_transport,low,1,medium,yes,0
53,medium,22.1,yes,medium,default,public_transport,medium,2,low,no,0
52,low,34.0,no,medium,loss_framing,car,low,3,low,yes,1
36,high,14.5,yes,medium,default,car,low,1,medium,yes,1
37,medium,16.0,yes,medium,social_norm,public_transport,medium,2,low,yes,0
35,medium,39.7,yes,high,loss_framing,public_transport,medium,3,high,yes,0
64,medium,22.9,yes,low,default,public_transport,medium,3,medium,yes,0
58,medium,40.1,yes,medium,none,public_transport,low,3,medium,no,0
31,low,41.3,yes,low,none,car,medium,4,medium,yes,0
32,medium,43.0,yes,low,social_norm,car,low,5,medium,yes,1
48,high,45.9,yes,medium,loss_framing,car,high,1,high,yes,0
18,low,22.1,yes,medium,none,car,medium,5,low,yes,0
20,medium,16.6,yes,high,social_norm,car,medium,5,low,yes,1
33,medium,29.5,no,medium,social_norm,car,medium,5,low,yes,0
40,medium,19.2,yes,high,loss_framing,car,low,3,low,yes,1
28,low,30.5,yes,low,default,public_transport,high,5,low,yes,0
29,high,35.6,yes,low,social_norm,car,low,4,medium,no,0
27,medium,34.7,yes,low,default,car,medium,2,medium,yes,1
49,low,19.4,yes,low,none,car,medium,3,high,yes,0
33,low,9.2,no,medium,social_norm,car,low,1,low,yes,1
25,low,22.1,no,medium,default,public_transport,high,2,medium,yes,0
55,medium,8.0,yes,low,social_norm,car,medium,2,high,yes,1
29,medium,44.6,no,high,social_norm,public_transport,low,2,high,yes,0
41,high,17.9,no,high,loss_framing,car,low,5,medium,yes,1
45,medium,8.6,no,low,none,car,low,5,medium,yes,1
25,low,2.2,no,low,loss_framing,car,high,3,high,yes,0
45,medium,32.6,yes,low,loss_framing,car,medium,5,medium,yes,1
53,medium,32.2,yes,low,default,public_transport,low,5,low,yes,0
43,low,17.7,yes,low,none,car,low,5,high,no,0
25,low,4.5,yes,medium,default,public_transport,medium,3,medium,no,0
45,low,21.1,no,low,default,car,medium,3,low,yes,1
45,medium,16.2,yes,medium,none,public_transport,medium,4,medium,yes,0
54,medium,34.2,yes,high,loss_framing,car,medium,4,medium,no,1
58,medium,30.7,no,medium,default,public_transport,low,4,high,yes,0
53,high,18.9,no,high,default,car,medium,4,low,yes,0
44,high,11.7,no,low,loss_framing,car,high,2,high,no,0
34,medium,49.4,yes,medium,loss_framing,car,low,2,medium,yes,1
26,high,23.2,yes,medium,social_norm,public_transport,medium,4,medium,no,0
50,low,34.7,yes,low,social_norm,car,medium,4,low,no,0
37,low,7.9,yes,low,loss_framing,car,medium,1,high,yes,0
30,low,24.8,yes,medium,social_norm,public_transport,low,2,high,no,0
45,low,2.3,yes,medium,none,car,high,1,medium,yes,0
65,medium,25.8,yes,medium,none,car,medium,1,low,yes,0
46,high,48.2,yes,medium,loss_framing,car,medium,5,medium,no,0
30,low,19.8,yes,medium,loss_framing,car,medium,3,high,yes,0
63,low,2.9,yes,low,loss_framing,public_transport,low,2,low,no,0
52,medium,2.5,yes,medium,loss_framing,public_transport,low,4,medium,no,0
23,high,20.0,yes,low,loss_framing,car,high,4,medium,no,0
35,medium,8.8,yes,low,none,public_transport,low,3,medium,no,0
22,medium,2.1,yes,high,loss_framing,car,medium,2,medium,yes,0
64,low,38.1,yes,medium,default,car,medium,4,low,yes,1
42,low,23.5,yes,high,loss_framing,car,medium,4,high,no,1
19,high,15.2,no,medium,loss_framing,car,medium,5,medium,yes,0
27,high,45.1,yes,medium,social_norm,car,medium,1,medium,yes,0
47,low,6.7,yes,low,default,public_transport,low,4,medium,yes,0
62,high,47.8,yes,low,none,public_transport,medium,2,low,no,0
22,medium,16.4,no,low,social_norm,car,medium,3,high,no,1
50,high,44.5,yes,high,social_norm,car,medium,5,medium,yes,0
18,medium,30.5,yes,medium,social_norm,public_transport,low,2,medium,yes,0
35,medium,41.5,no,medium,none,public_transport,medium,5,medium,yes,0
49,medium,49.2,yes,medium,social_norm,public_transport,low,1,medium,yes,0
64,medium,15.1,yes,high,none,car,low,4,low,yes,1
28,low,48.1,yes,low,social_norm,public_transport,low,2,low,yes,0
38,low,20.1,yes,low,social_norm,car,high,3,low,yes,0
43,medium,19.9,yes,medium,none,car,low,1,high,yes,1
42,medium,17.7,yes,high,default,car,low,1,low,yes,1
39,low,27.5,no,high,none,car,low,5,low,yes,1
44,medium,8.6,no,low,default,car,low,1,high,no,0
30,high,28.1,yes,high,loss_framing,car,medium,2,low,yes,0
50,low,27.5,yes,high,none,car,low,5,medium,yes,1
51,medium,38.3,yes,low,none,public_transport,low,1,medium,yes,0
58,medium,41.8,no,medium,default,car,medium,3,low,yes,0
52,high,22.6,no,medium,none,car,medium,2,medium,yes,0
18,low,15.8,yes,high,none,car,high,3,low,yes,0
38,medium,13.7,no,low,loss_framing,public_transport,medium,3,high,yes,0
65,high,10.5,yes,high,social_norm,car,low,5,medium,yes,1
23,high,3.8,yes,medium,social_norm,car,medium,4,low,no,0
45,medium,17.8,yes,high,none,car,low,5,low,yes,1
34,medium,14.2,yes,medium,loss_framing,public_transport,medium,2,medium,yes,0
22,medium,48.4,yes,medium,none,public_transport,medium,2,low,no,0
48,high,28.3,yes,high,none,car,low,5,low,yes,1
22,medium,18.0,yes,high,loss_framing,car,medium,4,medium,no,1
55,low,29.4,no,high,social_norm,public_transport,high,5,high,no,0
20,high,7.8,yes,low,none,car,high,2,medium,yes,0
40,medium,22.8,yes,medium,loss_framing,car,medium,4,high,no,1
54,medium,31.7,yes,low,loss_framing,car,medium,2,high,no,0
54,low,25.0,yes,medium,default,car,low,4,low,no,1
27,medium,20.7,yes,medium,default,car,low,4,high,yes,1
27,medium,49.7,yes,medium,default,car,medium,5,high,yes,1
36,medium,44.1,yes,medium,none,car,medium,5,medium,no,0
34,low,31.5,yes,high,none,public_transport,high,5,high,yes,0
38,medium,28.9,yes,low,loss_framing,car,medium,4,low,yes,1
31,high,31.4,yes,medium,loss_framing,public_transport,medium,4,low,yes,0
26,low,10.9,yes,medium,social_norm,car,medium,2,high,yes,1
63,high,20.4,yes,low,default,car,high,3,medium,yes,1
18,medium,2.9,yes,low,default,car,medium,5,medium,no,1
62,high,24.3,no,high,default,public_transport,medium,2,low,no,0
30,medium,27.6,yes,high,loss_framing,public_transport,medium,2,high,yes,0
21,medium,12.2,yes,high,social_norm,car,high,1,high,no,1
18,medium,48.2,yes,high,loss_framing,public_transport,low,5,medium,no,0
57,high,45.6,yes,low,none,car,high,2,high,yes,0
49,medium,36.4,yes,medium,social_norm,public_transport,medium,1,medium,yes,0
51,medium,27.1,no,medium,none,public_transport,medium,5,low,no,0
45,medium,43.6,no,medium,loss_framing,public_transport,medium,4,medium,yes,0
48,high,7.4,no,medium,loss_framing,car,medium,1,high,no,0
25,medium,39.7,yes,medium,social_norm,car,low,4,low,no,1
56,medium,7.1,yes,medium,default,car,high,3,low,yes,1
43,medium,39.9,yes,medium,loss_framing,car,medium,3,high,yes,1
51,high,14.5,yes,low,default,car,medium,3,high,yes,1
20,low,44.0,yes,medium,loss_framing,car,low,3,medium,yes,1
29,medium,47.3,yes,medium,loss_framing,car,medium,2,low,yes,0
18,low,8.3,no,medium,social_norm,car,medium,3,high,no,1
61,medium,23.7,yes,low,social_norm,car,medium,2,high,yes,1
22,medium,49.1,yes,high,default,car,medium,2,medium,no,1
47,medium,24.7,yes,low,none,public_transport,medium,5,high,yes,0
47,medium,43.3,yes,medium,social_norm,car,high,2,high,no,1
34,medium,29.8,yes,high,social_norm,car,medium,2,high,yes,1
65,medium,19.4,yes,medium,default,public_transport,high,3,high,no,0
64,low,15.0,yes,low,none,car,low,2,medium,no,0
40,medium,11.0,yes,medium,default,car,medium,4,medium,yes,1
32,low,38.3,no,medium,social_norm,car,medium,3,medium,no,0
54,low,19.9,no,high,loss_framing,car,medium,1,medium,yes,0
38,medium,26.1,yes,high,loss_framing,public_transport,high,3,high,yes,0
31,medium,25.1,yes,medium,loss_framing,car,low,2,high,yes,1
19,medium,29.3,no,medium,social_norm,car,low,4,medium,no,0
28,medium,43.4,no,low,default,car,high,3,medium,yes,1
56,medium,49.1,yes,low,social_norm,car,low,4,medium,yes,1
55,high,21.0,yes,medium,social_norm,public_transport,medium,1,medium,no,0
51,medium,41.5,yes,medium,social_norm,car,medium,1,medium,no,0
55,medium,38.5,no,medium,none,car,high,5,low,yes,1
51,low,29.1,no,low,none,car,low,5,medium,yes,1
35,medium,47.8,yes,low,loss_framing,car,low,3,low,yes,1
47,medium,10.8,no,medium,loss_framing,car,medium,5,low,no,1
32,medium,6.4,yes,low,none,public_transport,high,4,high,no,0
44,medium,42.8,no,high,social_norm,public_transport,medium,5,low,yes,0
51,medium,22.5,yes,low,loss_framing,public_transport,medium,4,medium,yes,0
55,medium,42.5,no,medium,loss_framing,public_transport,medium,5,low,yes,0
50,medium,44.8,yes,high,loss_framing,car,high,5,low,no,1
41,high,4.1,yes,low,none,car,high,5,high,yes,0
32,medium,44.3,yes,medium,default,public_transport,high,2,medium,yes,0
47,high,23.0,no,low,default,public_transport,low,2,high,yes,0
59,low,26.0,no,medium,social_norm,public_transport,low,5,medium,yes,0
34,low,31.7,no,medium,none,car,medium,4,low,yes,0
22,low,46.4,no,medium,default,car,high,3,medium,yes,0
46,medium,1.9,yes,medium,default,public_transport,low,1,high,no,0
21,high,24.4,yes,high,default,public_transport,low,2,medium,yes,0
27,low,34.7,yes,low,none,public_transport,high,5,high,yes,0
34,high,36.4,yes,low,social_norm,car,low,1,medium,no,1
27,low,34.9,yes,high,default,car,medium,2,medium,yes,1
34,high,7.6,yes,medium,social_norm,car,medium,3,high,yes,1
37,medium,15.7,yes,high,social_norm,public_transport,medium,4,high,yes,0
41,low,18.6,yes,medium,loss_framing,car,high,5,medium,no,1
22,medium,40.4,yes,high,social_norm,car,medium,3,low,yes,0
51,low,14.7,yes,medium,none,public_transport,medium,2,medium,no,0
23,low,11.3,no,high,social_norm,car,medium,5,medium,yes,0
19,medium,47.9,yes,high,none,public_transport,medium,1,high,yes,0
30,high,1.4,no,medium,loss_framing,car,medium,4,medium,no,0
60,medium,49.9,yes,low,loss_framing,public_transport,low,2,low,no,0
60,medium,34.2,yes,low,social_norm,car,low,4,high,yes,1
65,medium,41.6,yes,low,none,public_transport,low,5,high,no,0
28,medium,15.4,yes,low,social_norm,public_transport,low,3,low,yes,0
64,low,1.7,yes,medium,default,car,medium,4,high,yes,1
40,medium,37.2,yes,medium,none,car,high,1,medium,yes,0
33,low,41.9,yes,medium,none,car,high,2,medium,yes,0
48,low,37.3,yes,medium,none,car,high,1,high,yes,0
28,medium,8.0,yes,medium,default,public_transport,medium,4,medium,yes,0
33,low,37.9,yes,low,social_norm,car,medium,3,low,yes,0
25,medium,38.7,yes,low,loss_framing,car,medium,3,medium,yes,0
21,medium,33.3,yes,low,none,car,low,1,high,no,0
57,low,38.5,no,medium,social_norm,public_transport,low,5,low,no,0
21,medium,42.5,yes,low,default,public_transport,medium,5,medium,no,0
42,low,31.1,yes,low,default,car,high,3,medium,yes,1
20,high,5.3,no,medium,social_norm,car,low,1,medium,yes,1
49,medium,24.9,yes,high,none,car,low,1,medium,no,0
20,high,4.8,yes,low,none,car,high,1,high,no,0
44,medium,21.0,yes,medium,none,car,low,4,medium,yes,1
46,low,20.9,yes,medium,loss_framing,car,high,5,medium,no,1
49,medium,4.2,yes,high,none,car,high,5,low,no,0
36,high,18.1,no,high,loss_framing,car,high,4,medium,no,0
38,medium,6.4,yes,low,loss_framing,car,medium,2,high,yes,1
22,high,40.6,yes,low,default,car,medium,4,medium,yes,1
35,high,47.4,yes,high,social_norm,car,medium,1,medium,yes,1
45,low,4.5,yes,medium,default,public_transport,medium,4,medium,yes,0
59,low,47.8,yes,medium,social_norm,public_transport,medium,1,medium,yes,0
39,medium,26.6,yes,medium,none,car,low,3,low,yes,1
38,medium,15.7,yes,medium,social_norm,car,medium,1,high,no,1
23,high,4.8,yes,high,loss_framing,public_transport,medium,5,low,yes,0
18,high,25.5,yes,high,social_norm,public_transport,high,4,high,yes,0
